    Jan-Mar_2022_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  11  45 -159.00   -1.00       -0.6648
  12  45 -157.00   -1.00       -0.7068
  13  45 -155.00   -1.00       -0.7584
  14  45 -153.00   -1.00       -0.8203
  15  45 -151.00   -1.00       -0.8833
  16  45 -149.00   -1.00       -0.9350
  17  45 -147.00   -1.00       -0.9682
  18  45 -145.00   -1.00       -0.9845
  19  45 -143.00   -1.00       -0.9857
  20  45 -141.00   -1.00       -0.9805
  21  45 -139.00   -1.00       -0.9738
  22  45 -137.00   -1.00       -0.9677
  23  45 -135.00   -1.00       -0.9644
  24  45 -133.00   -1.00       -0.9638
  25  45 -131.00   -1.00       -0.9627
  26  45 -129.00   -1.00       -0.9564
  27  45 -127.00   -1.00       -0.9462
  28  45 -125.00   -1.00       -0.9439
  29  45 -123.00   -1.00       -0.9547
  30  45 -121.00   -1.00       -0.9652
  31  45 -119.00   -1.00       -0.9645
  32  45 -117.00   -1.00       -0.9451
  33  45 -115.00   -1.00       -0.9108
  34  45 -113.00   -1.00       -0.8754
  35  45 -111.00   -1.00       -0.8549
  36  45 -109.00   -1.00       -0.8587
  37  45 -107.00   -1.00       -0.8841
  38  45 -105.00   -1.00       -0.9079
  39  45 -103.00   -1.00       -0.9207
  40  45 -101.00   -1.00       -0.9198
  41  45  -99.00   -1.00       -0.9070
  42  45  -97.00   -1.00       -0.8814
  43  45  -95.00   -1.00       -0.8379
  44  45  -93.00   -1.00       -0.7735
  45  45  -91.00   -1.00       -0.6944
  46  45  -89.00   -1.00        0.0143
  47  45  -87.00   -1.00       -0.3348
  48  45  -85.00   -1.00       -0.1496
  49  45  -83.00   -1.00        0.1384
  50  45  -81.00   -1.00        0.2957
  51  45  -79.00   -1.00        0.3303
  52  45  -77.00   -1.00        0.3398
  53  45  -75.00   -1.00        0.3540
  54  45  -73.00   -1.00        0.3664
  55  45  -71.00   -1.00        0.4079
  56  45  -69.00   -1.00        0.4756
  57  45  -67.00   -1.00        0.5914
  58  45  -65.00   -1.00        0.7074
  59  45  -63.00   -1.00        0.8109
  60  45  -61.00   -1.00        0.9050
  61  45  -59.00   -1.00        0.9741
  62  45  -57.00   -1.00        0.9868
  63  45  -55.00   -1.00        0.9825
  64  45  -53.00   -1.00        0.9386
  65  45  -51.00   -1.00        0.8937
  66  45  -49.00   -1.00        0.8875
  67  45  -47.00   -1.00        0.8642
  68  45  -45.00   -1.00        0.6213
  69  45  -43.00   -1.00        0.4018
  70  45  -41.00   -1.00        0.4236
  71  45  -39.00   -1.00        0.4435
  72  45  -37.00   -1.00        0.4552
  73  45  -35.00   -1.00        0.4614
  74  45  -33.00   -1.00        0.4636
  75  45  -31.00   -1.00        0.4638
  76  45  -29.00   -1.00        0.4682
  77  45  -27.00   -1.00        0.4852
  78  45  -25.00   -1.00        0.5158
  79  45  -23.00   -1.00        0.5602
  80  45  -21.00   -1.00        0.6214
  81  45  -19.00   -1.00        0.6921
  82  45  -17.00   -1.00        0.7582
  83  45  -15.00   -1.00        0.8124
  84  45  -13.00   -1.00        0.8803
  85  45  -11.00   -1.00        0.9525
  86  45   -9.00   -1.00        0.9858
  87  45   -7.00   -1.00        0.9608
  88  45   -5.00   -1.00        0.8892
  89  45   -3.00   -1.00        0.7926
  90  45   -1.00   -1.00        0.6746
  91  45    1.00   -1.00        0.5285
  92  45    3.00   -1.00        0.3960
  93  45    5.00   -1.00        0.2483
  94  45    7.00   -1.00        0.1001
  95  45    9.00   -1.00        0.4377
  96  45   11.00   -1.00        0.8620
  97  45   13.00   -1.00        0.9166
  98  45   15.00   -1.00        0.9677
  99  45   17.00   -1.00        1.0095
 100  45   19.00   -1.00        1.0552
 101  45   21.00   -1.00        1.1084
 102  45   23.00   -1.00        1.0368
 103  45   25.00   -1.00        0.7465
 104  45   27.00   -1.00        0.6020
 105  45   29.00   -1.00        0.6486
 106  45   31.00   -1.00        0.7263
 107  45   33.00   -1.00        0.8022
 108  45   35.00   -1.00        0.8501
 109  45   37.00   -1.00        0.9119
 110  45   39.00   -1.00        0.9706
 111  45   41.00   -1.00        1.0214
 112  45   43.00   -1.00        0.4196
 113  45   45.00   -1.00        0.0312
 114  45   47.00   -1.00        0.0140
 115  45   49.00   -1.00        0.0265
 116  45   51.00   -1.00        0.0655
 117  45   53.00   -1.00        0.1307
 118  45   55.00   -1.00        0.2558
 119  45   57.00   -1.00        0.3902
 120  45   59.00   -1.00        0.5127
 121  45   61.00   -1.00        0.6079
 122  45   63.00   -1.00        0.6796
 123  45   65.00   -1.00        0.7348
 124  45   67.00   -1.00        0.7779
 125  45   69.00   -1.00        0.8101
 126  45   71.00   -1.00        0.8304
 127  45   73.00   -1.00        0.8508
 128  45   75.00   -1.00        0.8712
 129  45   77.00   -1.00        0.8952
 130  45   79.00   -1.00        0.9214
 131  45   81.00   -1.00        0.9453
 132  45   83.00   -1.00        0.9593
 133  45   85.00   -1.00        0.9605
 134  45   87.00   -1.00        0.9538
 135  45   89.00   -1.00        0.9389
 136  45   91.00   -1.00        0.9074
 137  45   93.00   -1.00        0.8829
 138  45   95.00   -1.00        0.8675
 139  45   97.00   -1.00        0.8538
 140  45   99.00   -1.00        1.1486
 141  45  101.00   -1.00        1.4548
 142  45  103.00   -1.00        1.4616
 143  45  105.00   -1.00        1.3601
 144  45  107.00   -1.00        0.6967
 145  45  109.00   -1.00        0.6818
 146  45  111.00   -1.00        1.0568
 147  45  113.00   -1.00        1.0035
 148  45  115.00   -1.00        0.9240
 149  45  117.00   -1.00        0.7924
 150  45  119.00   -1.00        0.7652
 151  45  121.00   -1.00        0.8976
 152  45  123.00   -1.00        0.9023
 153  45  125.00   -1.00        0.8865
 154  45  127.00   -1.00        0.5745
 155  45  129.00   -1.00        0.6032
 156  45  131.00   -1.00        0.7687
 157  45  133.00   -1.00        0.8359
 158  45  135.00   -1.00        0.8546
 159  45  137.00   -1.00        0.9231
 160  45  139.00   -1.00        1.0121
 161  45  141.00   -1.00        0.9849
 162  45  143.00   -1.00        0.9519
 163  45  145.00   -1.00        0.9220
 164  45  147.00   -1.00        0.8906
 165  45  149.00   -1.00        0.8403
 166  45  151.00   -1.00        0.7741
 167  45  153.00   -1.00        0.7013
 168  45  155.00   -1.00        0.6369
 169  45  157.00   -1.00        0.5873
 170  45  159.00   -1.00        0.5453
 171  45  161.00   -1.00        0.5146
 172  45  163.00   -1.00        0.4860
 173  45  165.00   -1.00        0.4530
 174  45  167.00   -1.00        0.3848
 175  45  169.00   -1.00        0.5553
 176  45  171.00   -1.00        0.4582
 177  45  173.00   -1.00        0.2269
 178  45  175.00   -1.00        0.1796
 179  45  177.00   -1.00        0.1238
 180  45  179.00   -1.00        0.0597
   1  46 -179.00    1.00       -0.0486
   2  46 -177.00    1.00       -0.1089
   3  46 -175.00    1.00       -0.1754
   4  46 -173.00    1.00       -0.2548
   5  46 -171.00    1.00       -0.3439
   6  46 -169.00    1.00       -0.4306
   7  46 -167.00    1.00       -0.5026
   8  46 -165.00    1.00       -0.5546
   9  46 -163.00    1.00       -0.5841
  10  46 -161.00    1.00       -0.6201
  11  46 -159.00    1.00       -0.6602
  12  46 -157.00    1.00       -0.7056
  13  46 -155.00    1.00       -0.7602
  14  46 -153.00    1.00       -0.8242
  15  46 -151.00    1.00       -0.8841
  16  46 -149.00    1.00       -0.9280
  17  46 -147.00    1.00       -0.9575
  18  46 -145.00    1.00       -0.9723
  19  46 -143.00    1.00       -0.9771
  20  46 -141.00    1.00       -0.9783
  21  46 -139.00    1.00       -0.9752
  22  46 -137.00    1.00       -0.9678
  23  46 -135.00    1.00       -0.9581
  24  46 -133.00    1.00       -0.9479
  25  46 -131.00    1.00       -0.9363
  26  46 -129.00    1.00       -0.9198
  27  46 -127.00    1.00       -0.9009
  28  46 -125.00    1.00       -0.8932
  29  46 -123.00    1.00       -0.9011
  30  46 -121.00    1.00       -0.9031
  31  46 -119.00    1.00       -0.8866
  32  46 -117.00    1.00       -0.8464
  33  46 -115.00    1.00       -0.7960
  34  46 -113.00    1.00       -0.7570
  35  46 -111.00    1.00       -0.7417
  36  46 -109.00    1.00       -0.7471
  37  46 -107.00    1.00       -0.7562
  38  46 -105.00    1.00       -0.7517
  39  46 -103.00    1.00       -0.7359
  40  46 -101.00    1.00       -0.7091
  41  46  -99.00    1.00       -0.6653
  42  46  -97.00    1.00       -0.6018
  43  46  -95.00    1.00       -0.5211
  44  46  -93.00    1.00       -0.4294
  45  46  -91.00    1.00       -0.3331
  46  46  -89.00    1.00       -0.2047
  47  46  -87.00    1.00       -0.0552
  48  46  -85.00    1.00        0.1296
  49  46  -83.00    1.00        0.3059
  50  46  -81.00    1.00        0.4196
  51  46  -79.00    1.00        0.4467
  52  46  -77.00    1.00        0.4281
  53  46  -75.00    1.00        0.4436
  54  46  -73.00    1.00        0.4687
  55  46  -71.00    1.00        0.5028
  56  46  -69.00    1.00        0.5424
  57  46  -67.00    1.00        0.6469
  58  46  -65.00    1.00        0.7734
  59  46  -63.00    1.00        0.8908
  60  46  -61.00    1.00        0.9744
  61  46  -59.00    1.00        1.0172
  62  46  -57.00    1.00        1.0332
  63  46  -55.00    1.00        1.0252
  64  46  -53.00    1.00        0.9978
  65  46  -51.00    1.00        0.9627
  66  46  -49.00    1.00        0.5435
  67  46  -47.00    1.00        0.4080
  68  46  -45.00    1.00        0.4196
  69  46  -43.00    1.00        0.4440
  70  46  -41.00    1.00        0.4738
  71  46  -39.00    1.00        0.4916
  72  46  -37.00    1.00        0.4935
  73  46  -35.00    1.00        0.4823
  74  46  -33.00    1.00        0.4635
  75  46  -31.00    1.00        0.4456
  76  46  -29.00    1.00        0.4400
  77  46  -27.00    1.00        0.4531
  78  46  -25.00    1.00        0.4834
  79  46  -23.00    1.00        0.5300
  80  46  -21.00    1.00        0.5967
  81  46  -19.00    1.00        0.6745
  82  46  -17.00    1.00        0.7416
  83  46  -15.00    1.00        0.7938
  84  46  -13.00    1.00        0.8669
  85  46  -11.00    1.00        0.9471
  86  46   -9.00    1.00        0.9940
  87  46   -7.00    1.00        0.9904
  88  46   -5.00    1.00        0.9451
  89  46   -3.00    1.00        0.8734
  90  46   -1.00    1.00        0.7793
  91  46    1.00    1.00        0.6653
  92  46    3.00    1.00        0.5643
  93  46    5.00    1.00        0.4537
  94  46    7.00    1.00        0.7551
  95  46    9.00    1.00        0.9354
  96  46   11.00    1.00        0.9235
  97  46   13.00    1.00        0.9485
  98  46   15.00    1.00        0.9894
  99  46   17.00    1.00        1.0216
 100  46   19.00    1.00        1.0516
 101  46   21.00    1.00        1.0891
 102  46   23.00    1.00        1.0478
 103  46   25.00    1.00        0.8208
 104  46   27.00    1.00        0.6698
 105  46   29.00    1.00        0.6796
 106  46   31.00    1.00        0.7659
 107  46   33.00    1.00        0.8643
 108  46   35.00    1.00        0.9337
 109  46   37.00    1.00        0.9921
 110  46   39.00    1.00        1.0441
 111  46   41.00    1.00        1.1007
 112  46   43.00    1.00        1.1462
 113  46   45.00    1.00        0.5544
 114  46   47.00    1.00       -0.0463
 115  46   49.00    1.00       -0.0148
 116  46   51.00    1.00        0.0501
 117  46   53.00    1.00        0.1391
 118  46   55.00    1.00        0.2777
 119  46   57.00    1.00        0.4095
 120  46   59.00    1.00        0.5209
 121  46   61.00    1.00        0.6044
 122  46   63.00    1.00        0.6683
 123  46   65.00    1.00        0.7207
 124  46   67.00    1.00        0.7658
 125  46   69.00    1.00        0.8039
 126  46   71.00    1.00        0.8261
 127  46   73.00    1.00        0.8462
 128  46   75.00    1.00        0.8647
 129  46   77.00    1.00        0.8837
 130  46   79.00    1.00        0.9068
 131  46   81.00    1.00        0.9281
 132  46   83.00    1.00        0.9399
 133  46   85.00    1.00        0.9407
 134  46   87.00    1.00        0.9356
 135  46   89.00    1.00        0.9214
 136  46   91.00    1.00        0.8945
 137  46   93.00    1.00        0.8725
 138  46   95.00    1.00        0.8536
 139  46   97.00    1.00        1.2038
 140  46   99.00    1.00        1.4298
 141  46  101.00    1.00        1.1850
 142  46  103.00    1.00        0.9324
 143  46  105.00    1.00        1.3699
 144  46  107.00    1.00        0.7217
 145  46  109.00    1.00        1.2990
 146  46  111.00    1.00        1.1512
 147  46  113.00    1.00        1.0251
 148  46  115.00    1.00        0.9508
 149  46  117.00    1.00        0.9284
 150  46  119.00    1.00        0.9379
 151  46  121.00    1.00        0.9527
 152  46  123.00    1.00        0.9514
 153  46  125.00    1.00        0.9261
 154  46  127.00    1.00        0.8884
 155  46  129.00    1.00        0.7940
 156  46  131.00    1.00        0.8685
 157  46  133.00    1.00        0.9700
 158  46  135.00    1.00        1.0368
 159  46  137.00    1.00        1.0509
 160  46  139.00    1.00        1.0228
 161  46  141.00    1.00        0.9784
 162  46  143.00    1.00        0.9305
 163  46  145.00    1.00        0.8856
 164  46  147.00    1.00        0.8526
 165  46  149.00    1.00        0.8136
 166  46  151.00    1.00        0.7623
 167  46  153.00    1.00        0.7013
 168  46  155.00    1.00        0.6386
 169  46  157.00    1.00        0.5821
 170  46  159.00    1.00        0.5349
 171  46  161.00    1.00        0.4978
 172  46  163.00    1.00        0.4616
 173  46  165.00    1.00        0.4131
 174  46  167.00    1.00        0.3391
 175  46  169.00    1.00        0.2823
 176  46  171.00    1.00        0.4609
 177  46  173.00    1.00        0.4779
 178  46  175.00    1.00        0.1575
 179  46  177.00    1.00        0.0981
 180  46  179.00    1.00        0.0299
   1  47 -179.00    3.00        0.0475
   2  47 -177.00    3.00       -0.0019
   3  47 -175.00    3.00       -0.0504
   4  47 -173.00    3.00       -0.1101
   5  47 -171.00    3.00       -0.1851
   6  47 -169.00    3.00       -0.2646
   7  47 -167.00    3.00       -0.3332
   8  47 -165.00    3.00       -0.3832
   9  47 -163.00    3.00       -0.4113
  10  47 -161.00    3.00       -0.4469
  11  47 -159.00    3.00       -0.4826
  12  47 -157.00    3.00       -0.5196
  13  47 -155.00    3.00       -0.5628
  14  47 -153.00    3.00       -0.6172
  15  47 -151.00    3.00       -0.6734
  16  47 -149.00    3.00       -0.7195
  17  47 -147.00    3.00       -0.7547
  18  47 -145.00    3.00       -0.7789
  19  47 -143.00    3.00       -0.7914
  20  47 -141.00    3.00       -0.7928
  21  47 -139.00    3.00       -0.7908
  22  47 -137.00    3.00       -0.7830
  23  47 -135.00    3.00       -0.7689
  24  47 -133.00    3.00       -0.7519
  25  47 -131.00    3.00       -0.7341
  26  47 -129.00    3.00       -0.7145
  27  47 -127.00    3.00       -0.6974
  28  47 -125.00    3.00       -0.6950
  29  47 -123.00    3.00       -0.7055
  30  47 -121.00    3.00       -0.7015
  31  47 -119.00    3.00       -0.6702
  32  47 -117.00    3.00       -0.6121
  33  47 -115.00    3.00       -0.5502
  34  47 -113.00    3.00       -0.5085
  35  47 -111.00    3.00       -0.4900
  36  47 -109.00    3.00       -0.4839
  37  47 -107.00    3.00       -0.4661
  38  47 -105.00    3.00       -0.4330
  39  47 -103.00    3.00       -0.3927
  40  47 -101.00    3.00       -0.3502
  41  47  -99.00    3.00       -0.2992
  42  47  -97.00    3.00       -0.2370
  43  47  -95.00    3.00       -0.1688
  44  47  -93.00    3.00       -0.1070
  45  47  -91.00    3.00       -0.0644
  46  47  -89.00    3.00       -0.0188
  47  47  -87.00    3.00        0.0524
  48  47  -85.00    3.00        0.1575
  49  47  -83.00    3.00        0.2638
  50  47  -81.00    3.00        0.3269
  51  47  -79.00    3.00        0.3293
  52  47  -77.00    3.00        0.3558
  53  47  -75.00    3.00        0.5219
  54  47  -73.00    3.00        0.5668
  55  47  -71.00    3.00        0.5823
  56  47  -69.00    3.00        0.6046
  57  47  -67.00    3.00        0.6927
  58  47  -65.00    3.00        0.8505
  59  47  -63.00    3.00        0.9944
  60  47  -61.00    3.00        1.0634
  61  47  -59.00    3.00        1.0690
  62  47  -57.00    3.00        1.0705
  63  47  -55.00    3.00        1.0686
  64  47  -53.00    3.00        1.0470
  65  47  -51.00    3.00        1.0271
  66  47  -49.00    3.00        0.5328
  67  47  -47.00    3.00        0.3931
  68  47  -45.00    3.00        0.4313
  69  47  -43.00    3.00        0.4723
  70  47  -41.00    3.00        0.5089
  71  47  -39.00    3.00        0.5336
  72  47  -37.00    3.00        0.5472
  73  47  -35.00    3.00        0.5460
  74  47  -33.00    3.00        0.5263
  75  47  -31.00    3.00        0.5068
  76  47  -29.00    3.00        0.5016
  77  47  -27.00    3.00        0.5161
  78  47  -25.00    3.00        0.5435
  79  47  -23.00    3.00        0.5795
  80  47  -21.00    3.00        0.6320
  81  47  -19.00    3.00        0.7041
  82  47  -17.00    3.00        0.7788
  83  47  -15.00    3.00        0.8351
  84  47  -13.00    3.00        0.9060
  85  47  -11.00    3.00        0.9844
  86  47   -9.00    3.00        1.0396
  87  47   -7.00    3.00        1.0562
  88  47   -5.00    3.00        1.0409
  89  47   -3.00    3.00        1.0087
  90  47   -1.00    3.00        0.9580
  91  47    1.00    3.00        0.8814
  92  47    3.00    3.00        0.7923
  93  47    5.00    3.00        0.6881
  94  47    7.00    3.00        0.6471
  95  47    9.00    3.00        0.7965
  96  47   11.00    3.00        0.9460
  97  47   13.00    3.00        0.9452
  98  47   15.00    3.00        0.9796
