    Jan-Mar_2022_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  25  41 -131.00   -9.00       -0.3856
  26  41 -129.00   -9.00       -0.3899
  27  41 -127.00   -9.00       -0.4082
  28  41 -125.00   -9.00       -0.4390
  29  41 -123.00   -9.00       -0.4673
  30  41 -121.00   -9.00       -0.4941
  31  41 -119.00   -9.00       -0.5112
  32  41 -117.00   -9.00       -0.5149
  33  41 -115.00   -9.00       -0.5050
  34  41 -113.00   -9.00       -0.4867
  35  41 -111.00   -9.00       -0.4697
  36  41 -109.00   -9.00       -0.4613
  37  41 -107.00   -9.00       -0.4540
  38  41 -105.00   -9.00       -0.4413
  39  41 -103.00   -9.00       -0.4196
  40  41 -101.00   -9.00       -0.3922
  41  41  -99.00   -9.00       -0.3769
  42  41  -97.00   -9.00       -0.3874
  43  41  -95.00   -9.00       -0.4255
  44  41  -93.00   -9.00       -0.4864
  45  41  -91.00   -9.00       -0.5823
  46  41  -89.00   -9.00       -0.7332
  47  41  -87.00   -9.00       -0.8448
  48  41  -85.00   -9.00       -0.8600
  49  41  -83.00   -9.00       -0.7453
  50  41  -81.00   -9.00       -0.4515
  51  41  -79.00   -9.00       -0.1728
  52  41  -77.00   -9.00       -0.0293
  53  41  -75.00   -9.00        0.1445
  54  41  -73.00   -9.00        0.2241
  55  41  -71.00   -9.00        0.3428
  56  41  -69.00   -9.00        0.4690
  57  41  -67.00   -9.00        0.5954
  58  41  -65.00   -9.00        0.7177
  59  41  -63.00   -9.00        0.8274
  60  41  -61.00   -9.00        0.9105
  61  41  -59.00   -9.00        0.9521
  62  41  -57.00   -9.00        0.9497
  63  41  -55.00   -9.00        0.9382
  64  41  -53.00   -9.00        0.8661
  65  41  -51.00   -9.00        0.8483
  66  41  -49.00   -9.00        0.8189
  67  41  -47.00   -9.00        0.7745
  68  41  -45.00   -9.00        0.7269
  69  41  -43.00   -9.00        0.6800
  70  41  -41.00   -9.00        0.6178
  71  41  -39.00   -9.00        0.5197
  72  41  -37.00   -9.00        0.4202
  73  41  -35.00   -9.00        0.4315
  74  41  -33.00   -9.00        0.6314
  75  41  -31.00   -9.00        0.6444
  76  41  -29.00   -9.00        0.6281
  77  41  -27.00   -9.00        0.6228
  78  41  -25.00   -9.00        0.6312
  79  41  -23.00   -9.00        0.6541
  80  41  -21.00   -9.00        0.6961
  81  41  -19.00   -9.00        0.7524
  82  41  -17.00   -9.00        0.8101
  83  41  -15.00   -9.00        1.3394
  84  41  -13.00   -9.00        1.0628
  85  41  -11.00   -9.00        1.0061
  86  41   -9.00   -9.00        1.0963
  87  41   -7.00   -9.00        1.1915
  88  41   -5.00   -9.00        1.2839
  89  41   -3.00   -9.00        1.3603
  90  41   -1.00   -9.00        1.3989
  91  41    1.00   -9.00        1.3681
  92  41    3.00   -9.00        1.2739
  93  41    5.00   -9.00        1.1347
  94  41    7.00   -9.00        0.9543
  95  41    9.00   -9.00        0.7293
  96  41   11.00   -9.00        0.5246
  97  41   13.00   -9.00        0.4946
  98  41   15.00   -9.00        0.7673
  99  41   17.00   -9.00        1.1070
 100  41   19.00   -9.00        1.1437
 101  41   21.00   -9.00        1.1471
 102  41   23.00   -9.00        0.8787
 103  41   25.00   -9.00        0.4980
 104  41   27.00   -9.00        0.3299
 105  41   29.00   -9.00        0.3769
 106  41   31.00   -9.00        0.4743
 107  41   33.00   -9.00        0.5739
 108  41   35.00   -9.00        0.6396
 109  41   37.00   -9.00        0.6975
 110  41   39.00   -9.00        0.7223
 111  41   41.00   -9.00        0.4013
 112  41   43.00   -9.00        0.3111
 113  41   45.00   -9.00        0.3379
 114  41   47.00   -9.00        0.3635
 115  41   49.00   -9.00        0.3908
 116  41   51.00   -9.00        0.4341
 117  41   53.00   -9.00        0.4980
 118  41   55.00   -9.00        0.5921
 119  41   57.00   -9.00        0.5851
 120  41   59.00   -9.00        0.7307
 121  41   61.00   -9.00        0.8062
 122  41   63.00   -9.00        0.8303
 123  41   65.00   -9.00        0.8435
 124  41   67.00   -9.00        0.8525
 125  41   69.00   -9.00        0.8508
 126  41   71.00   -9.00        0.8291
 127  41   73.00   -9.00        0.7817
 128  41   75.00   -9.00        0.7324
 129  41   77.00   -9.00        0.6824
 130  41   79.00   -9.00        0.6362
 131  41   81.00   -9.00        0.6161
 132  41   83.00   -9.00        0.6421
 133  41   85.00   -9.00        0.7114
 134  41   87.00   -9.00        0.7970
 135  41   89.00   -9.00        0.8811
 136  41   91.00   -9.00        0.9525
 137  41   93.00   -9.00        0.9970
 138  41   95.00   -9.00        1.0233
 139  41   97.00   -9.00        1.0259
 140  41   99.00   -9.00        1.0097
 141  41  101.00   -9.00        0.9878
 142  41  103.00   -9.00        0.9651
 143  41  105.00   -9.00        0.9293
 144  41  107.00   -9.00        0.8728
 145  41  109.00   -9.00        1.0132
 146  41  111.00   -9.00        0.7314
 147  41  113.00   -9.00        0.7767
 148  41  115.00   -9.00        0.7741
 149  41  117.00   -9.00        0.7433
 150  41  119.00   -9.00        0.6914
 151  41  121.00   -9.00        0.6890
 152  41  123.00   -9.00        0.8615
 153  41  125.00   -9.00        0.7246
 154  41  127.00   -9.00        0.4022
 155  41  129.00   -9.00        0.3655
 156  41  131.00   -9.00        0.6232
 157  41  133.00   -9.00        0.4838
 158  41  135.00   -9.00        0.3651
 159  41  137.00   -9.00        0.3945
 160  41  139.00   -9.00        0.4941
 161  41  141.00   -9.00        0.7571
 162  41  143.00   -9.00        0.9181
 163  41  145.00   -9.00        0.6200
 164  41  147.00   -9.00        0.7454
 165  41  149.00   -9.00        0.7693
 166  41  151.00   -9.00        0.7741
 167  41  153.00   -9.00        0.7766
 168  41  155.00   -9.00        0.7843
 169  41  157.00   -9.00        0.8023
 170  41  159.00   -9.00        0.8030
 171  41  161.00   -9.00        0.6691
 172  41  163.00   -9.00        0.8226
 173  41  165.00   -9.00        0.8130
 174  41  167.00   -9.00        0.7947
 175  41  169.00   -9.00        0.7529
 176  41  171.00   -9.00        0.6870
 177  41  173.00   -9.00        0.6147
 178  41  175.00   -9.00        0.5490
 179  41  177.00   -9.00        0.5242
 180  41  179.00   -9.00        0.7470
   1  42 -179.00   -7.00        0.2545
   2  42 -177.00   -7.00        0.1733
   3  42 -175.00   -7.00        0.0948
   4  42 -173.00   -7.00        0.2816
   5  42 -171.00   -7.00        0.1483
   6  42 -169.00   -7.00       -0.1367
   7  42 -167.00   -7.00       -0.1948
   8  42 -165.00   -7.00       -0.2418
   9  42 -163.00   -7.00       -0.2699
  10  42 -161.00   -7.00       -0.2879
  11  42 -159.00   -7.00       -0.3055
  12  42 -157.00   -7.00       -0.3265
  13  42 -155.00   -7.00       -0.3516
  14  42 -153.00   -7.00       -0.3892
  15  42 -151.00   -7.00       -0.4365
  16  42 -149.00   -7.00       -0.4818
  17  42 -147.00   -7.00       -0.5152
  18  42 -145.00   -7.00       -0.5345
  19  42 -143.00   -7.00       -0.5387
  20  42 -141.00   -7.00       -0.5349
  21  42 -139.00   -7.00       -0.5294
  22  42 -137.00   -7.00       -0.5240
  23  42 -135.00   -7.00       -0.5188
  24  42 -133.00   -7.00       -0.5128
  25  42 -131.00   -7.00       -0.5081
  26  42 -129.00   -7.00       -0.5114
  27  42 -127.00   -7.00       -0.5269
  28  42 -125.00   -7.00       -0.5565
  29  42 -123.00   -7.00       -0.5844
  30  42 -121.00   -7.00       -0.6095
  31  42 -119.00   -7.00       -0.6244
  32  42 -117.00   -7.00       -0.6227
  33  42 -115.00   -7.00       -0.6045
  34  42 -113.00   -7.00       -0.5770
  35  42 -111.00   -7.00       -0.5519
  36  42 -109.00   -7.00       -0.5387
  37  42 -107.00   -7.00       -0.5325
  38  42 -105.00   -7.00       -0.5283
  39  42 -103.00   -7.00       -0.5157
  40  42 -101.00   -7.00       -0.4965
  41  42  -99.00   -7.00       -0.4872
  42  42  -97.00   -7.00       -0.5005
  43  42  -95.00   -7.00       -0.5390
  44  42  -93.00   -7.00       -0.6004
  45  42  -91.00   -7.00       -0.6967
  46  42  -89.00   -7.00       -0.8339
  47  42  -87.00   -7.00       -0.8891
  48  42  -85.00   -7.00       -0.7996
  49  42  -83.00   -7.00       -0.5870
  50  42  -81.00   -7.00       -0.2147
  51  42  -79.00   -7.00        0.0612
  52  42  -77.00   -7.00        0.0989
  53  42  -75.00   -7.00        0.1619
  54  42  -73.00   -7.00        0.2225
  55  42  -71.00   -7.00        0.3243
  56  42  -69.00   -7.00        0.4472
  57  42  -67.00   -7.00        0.5679
  58  42  -65.00   -7.00        0.6887
  59  42  -63.00   -7.00        0.7975
  60  42  -61.00   -7.00        0.8793
  61  42  -59.00   -7.00        0.9218
  62  42  -57.00   -7.00        0.9230
  63  42  -55.00   -7.00        0.9039
  64  42  -53.00   -7.00        0.8484
  65  42  -51.00   -7.00        0.8170
  66  42  -49.00   -7.00        0.7897
  67  42  -47.00   -7.00        0.7453
  68  42  -45.00   -7.00        0.7016
  69  42  -43.00   -7.00        0.6558
  70  42  -41.00   -7.00        0.5815
  71  42  -39.00   -7.00        0.4639
  72  42  -37.00   -7.00        0.3554
  73  42  -35.00   -7.00        0.2769
  74  42  -33.00   -7.00        0.5941
  75  42  -31.00   -7.00        0.6276
  76  42  -29.00   -7.00        0.6142
  77  42  -27.00   -7.00        0.6131
  78  42  -25.00   -7.00        0.6288
  79  42  -23.00   -7.00        0.6614
  80  42  -21.00   -7.00        0.7129
  81  42  -19.00   -7.00        0.7757
  82  42  -17.00   -7.00        0.8365
  83  42  -15.00   -7.00        1.3208
  84  42  -13.00   -7.00        1.0651
  85  42  -11.00   -7.00        1.0063
  86  42   -9.00   -7.00        1.0763
  87  42   -7.00   -7.00        1.1434
  88  42   -5.00   -7.00        1.2002
  89  42   -3.00   -7.00        1.2352
  90  42   -1.00   -7.00        1.2268
  91  42    1.00   -7.00        1.1449
  92  42    3.00   -7.00        1.0140
  93  42    5.00   -7.00        0.8455
  94  42    7.00   -7.00        0.6525
  95  42    9.00   -7.00        0.4483
  96  42   11.00   -7.00        0.4312
  97  42   13.00   -7.00        0.6963
  98  42   15.00   -7.00        0.9931
  99  42   17.00   -7.00        1.0507
 100  42   19.00   -7.00        1.1161
 101  42   21.00   -7.00        1.1485
 102  42   23.00   -7.00        0.9957
 103  42   25.00   -7.00        0.6114
 104  42   27.00   -7.00        0.4202
 105  42   29.00   -7.00        0.4678
 106  42   31.00   -7.00        0.5598
 107  42   33.00   -7.00        0.6463
 108  42   35.00   -7.00        0.7115
 109  42   37.00   -7.00        0.7697
 110  42   39.00   -7.00        0.8086
 111  42   41.00   -7.00        0.3965
 112  42   43.00   -7.00        0.2656
 113  42   45.00   -7.00        0.2740
 114  42   47.00   -7.00        0.2829
 115  42   49.00   -7.00        0.3024
 116  42   51.00   -7.00        0.3426
 117  42   53.00   -7.00        0.4002
 118  42   55.00   -7.00        0.4896
 119  42   57.00   -7.00        0.5808
 120  42   59.00   -7.00        0.6652
 121  42   61.00   -7.00        0.7270
 122  42   63.00   -7.00        0.7620
 123  42   65.00   -7.00        0.7787
 124  42   67.00   -7.00        0.7848
 125  42   69.00   -7.00        0.7776
 126  42   71.00   -7.00        0.7513
 127  42   73.00   -7.00        0.7089
 128  42   75.00   -7.00        0.6769
 129  42   77.00   -7.00        0.6570
 130  42   79.00   -7.00        0.6496
 131  42   81.00   -7.00        0.6680
 132  42   83.00   -7.00        0.7209
 133  42   85.00   -7.00        0.7998
 134  42   87.00   -7.00        0.8808
 135  42   89.00   -7.00        0.9500
 136  42   91.00   -7.00        0.9946
 137  42   93.00   -7.00        1.0121
 138  42   95.00   -7.00        1.0165
 139  42   97.00   -7.00        1.0069
 140  42   99.00   -7.00        0.9885
 141  42  101.00   -7.00        0.9727
 142  42  103.00   -7.00        1.0069
 143  42  105.00   -7.00        1.1203
 144  42  107.00   -7.00        1.0739
 145  42  109.00   -7.00        0.9330
 146  42  111.00   -7.00        0.6823
 147  42  113.00   -7.00        0.7287
 148  42  115.00   -7.00        0.7368
 149  42  117.00   -7.00        0.7217
 150  42  119.00   -7.00        0.6330
 151  42  121.00   -7.00        0.5913
 152  42  123.00   -7.00        0.8688
 153  42  125.00   -7.00        0.6996
 154  42  127.00   -7.00        0.3954
 155  42  129.00   -7.00        0.3617
 156  42  131.00   -7.00        0.6130
 157  42  133.00   -7.00        0.5044
 158  42  135.00   -7.00        0.4037
 159  42  137.00   -7.00        0.4265
 160  42  139.00   -7.00        0.5479
 161  42  141.00   -7.00        0.8661
 162  42  143.00   -7.00        0.7967
 163  42  145.00   -7.00        0.6490
 164  42  147.00   -7.00        0.8078
 165  42  149.00   -7.00        0.8012
 166  42  151.00   -7.00        0.7777
 167  42  153.00   -7.00        0.7677
 168  42  155.00   -7.00        0.7711
 169  42  157.00   -7.00        0.7837
 170  42  159.00   -7.00        0.7755
 171  42  161.00   -7.00        0.6375
 172  42  163.00   -7.00        0.7641
 173  42  165.00   -7.00        0.7488
 174  42  167.00   -7.00        0.7100
 175  42  169.00   -7.00        0.6527
 176  42  171.00   -7.00        0.5871
 177  42  173.00   -7.00        0.5236
 178  42  175.00   -7.00        0.5095
 179  42  177.00   -7.00        0.5843
 180  42  179.00   -7.00        0.5341
   1  43 -179.00   -5.00        0.1803
   2  43 -177.00   -5.00        0.0983
   3  43 -175.00   -5.00        0.0093
   4  43 -173.00   -5.00       -0.0763
   5  43 -171.00   -5.00       -0.1577
   6  43 -169.00   -5.00       -0.2298
   7  43 -167.00   -5.00       -0.2892
   8  43 -165.00   -5.00       -0.3390
   9  43 -163.00   -5.00       -0.3718
  10  43 -161.00   -5.00       -0.3937
  11  43 -159.00   -5.00       -0.4116
  12  43 -157.00   -5.00       -0.4325
  13  43 -155.00   -5.00       -0.4610
  14  43 -153.00   -5.00       -0.5048
  15  43 -151.00   -5.00       -0.5579
  16  43 -149.00   -5.00       -0.6068
  17  43 -147.00   -5.00       -0.6435
  18  43 -145.00   -5.00       -0.6637
  19  43 -143.00   -5.00       -0.6682
  20  43 -141.00   -5.00       -0.6648
  21  43 -139.00   -5.00       -0.6616
  22  43 -137.00   -5.00       -0.6599
  23  43 -135.00   -5.00       -0.6598
  24  43 -133.00   -5.00       -0.6609
  25  43 -131.00   -5.00       -0.6631
  26  43 -129.00   -5.00       -0.6687
  27  43 -127.00   -5.00       -0.6823
  28  43 -125.00   -5.00       -0.7064
  29  43 -123.00   -5.00       -0.7312
  30  43 -121.00   -5.00       -0.7529
  31  43 -119.00   -5.00       -0.7645
  32  43 -117.00   -5.00       -0.7572
  33  43 -115.00   -5.00       -0.7312
  34  43 -113.00   -5.00       -0.6964
  35  43 -111.00   -5.00       -0.6675
  36  43 -109.00   -5.00       -0.6550
  37  43 -107.00   -5.00       -0.6580
  38  43 -105.00   -5.00       -0.6679
  39  43 -103.00   -5.00       -0.6694
  40  43 -101.00   -5.00       -0.6634
  41  43  -99.00   -5.00       -0.6671
  42  43  -97.00   -5.00       -0.6846
  43  43  -95.00   -5.00       -0.7112
  44  43  -93.00   -5.00       -0.7480
  45  43  -91.00   -5.00       -0.8090
  46  43  -89.00   -5.00       -0.8891
  47  43  -87.00   -5.00       -0.8623
  48  43  -85.00   -5.00       -0.6687
  49  43  -83.00   -5.00       -0.3824
  50  43  -81.00   -5.00       -0.0533
  51  43  -79.00   -5.00        0.1386
  52  43  -77.00   -5.00        0.1512
  53  43  -75.00   -5.00        0.2116
  54  43  -73.00   -5.00        0.2550
  55  43  -71.00   -5.00        0.3250
  56  43  -69.00   -5.00        0.4340
  57  43  -67.00   -5.00        0.5438
  58  43  -65.00   -5.00        0.6666
  59  43  -63.00   -5.00        0.7804
  60  43  -61.00   -5.00        0.8597
  61  43  -59.00   -5.00        0.9023
  62  43  -57.00   -5.00        0.9245
  63  43  -55.00   -5.00        0.8988
  64  43  -53.00   -5.00        0.8550
  65  43  -51.00   -5.00        0.8223
  66  43  -49.00   -5.00        0.7936
  67  43  -47.00   -5.00        0.7493
  68  43  -45.00   -5.00        0.7103
  69  43  -43.00   -5.00        0.6678
  70  43  -41.00   -5.00        0.5903
  71  43  -39.00   -5.00        0.4709
  72  43  -37.00   -5.00        0.3750
  73  43  -35.00   -5.00        0.3430
  74  43  -33.00   -5.00        0.4568
  75  43  -31.00   -5.00        0.5546
  76  43  -29.00   -5.00        0.5783
  77  43  -27.00   -5.00        0.5862
  78  43  -25.00   -5.00        0.6120
  79  43  -23.00   -5.00        0.6542
  80  43  -21.00   -5.00        0.7110
  81  43  -19.00   -5.00        0.7754
  82  43  -17.00   -5.00        0.8387
  83  43  -15.00   -5.00        0.8866
  84  43  -13.00   -5.00        0.9427
  85  43  -11.00   -5.00        1.0039
  86  43   -9.00   -5.00        1.0539
  87  43   -7.00   -5.00        1.0825
  88  43   -5.00   -5.00        1.0878
  89  43   -3.00   -5.00        1.0680
  90  43   -1.00   -5.00        1.0061
  91  43    1.00   -5.00        0.8808
  92  43    3.00   -5.00        0.7289
  93  43    5.00   -5.00        0.5449
  94  43    7.00   -5.00        0.3463
  95  43    9.00   -5.00        0.2998
  96  43   11.00   -5.00        0.5473
  97  43   13.00   -5.00        0.9085
  98  43   15.00   -5.00        0.9621
  99  43   17.00   -5.00        1.0058
 100  43   19.00   -5.00        1.0614
 101  43   21.00   -5.00        1.1028
 102  43   23.00   -5.00        0.9930
 103  43   25.00   -5.00        0.6390
 104  43   27.00   -5.00        0.4832
 105  43   29.00   -5.00        0.5541
 106  43   31.00   -5.00        0.6369
 107  43   33.00   -5.00        0.7071
 108  43   35.00   -5.00        0.7712
 109  43   37.00   -5.00        0.8331
 110  43   39.00   -5.00        0.8832
 111  43   41.00   -5.00        0.3798
 112  43   43.00   -5.00        0.2002
 113  43   45.00   -5.00        0.1881
 114  43   47.00   -5.00        0.1865
 115  43   49.00   -5.00        0.2052
 116  43   51.00   -5.00        0.2456
 117  43   53.00   -5.00        0.3007
 118  43   55.00   -5.00        0.3921
 119  43   57.00   -5.00        0.4877
 120  43   59.00   -5.00        0.5814
 121  43   61.00   -5.00        0.6595
 122  43   63.00   -5.00        0.7131
 123  43   65.00   -5.00        0.7445
 124  43   67.00   -5.00        0.7602
 125  43   69.00   -5.00        0.7619
 126  43   71.00   -5.00        0.7486
 127  43   73.00   -5.00        0.7290
 128  43   75.00   -5.00        0.7229
 129  43   77.00   -5.00        0.7337
 130  43   79.00   -5.00        0.7577
 131  43   81.00   -5.00        0.7962
 132  43   83.00   -5.00        0.8480
 133  43   85.00   -5.00        0.9039
 134  43   87.00   -5.00        0.9495
 135  43   89.00   -5.00        0.9800
 136  43   91.00   -5.00        0.9832
 137  43   93.00   -5.00        0.9730
 138  43   95.00   -5.00        0.9608
 139  43   97.00   -5.00        0.9470
 140  43   99.00   -5.00        0.9345
 141  43  101.00   -5.00        0.9910
 142  43  103.00   -5.00        1.1650
 143  43  105.00   -5.00        1.3433
 144  43  107.00   -5.00        1.1389
 145  43  109.00   -5.00        0.6715
 146  43  111.00   -5.00        0.7483
 147  43  113.00   -5.00        0.6238
 148  43  115.00   -5.00        0.6200
 149  43  117.00   -5.00        0.5985
 150  43  119.00   -5.00        0.5783
 151  43  121.00   -5.00        0.6928
 152  43  123.00   -5.00        0.8502
 153  43  125.00   -5.00        0.4649
 154  43  127.00   -5.00        0.4175
 155  43  129.00   -5.00        0.5001
 156  43  131.00   -5.00        0.5203
 157  43  133.00   -5.00        0.5467
 158  43  135.00   -5.00        0.5688
 159  43  137.00   -5.00        0.5739
 160  43  139.00   -5.00        0.6273
 161  43  141.00   -5.00        0.7934
 162  43  143.00   -5.00        0.7327
 163  43  145.00   -5.00        0.7410
 164  43  147.00   -5.00        0.8481
 165  43  149.00   -5.00        0.8284
 166  43  151.00   -5.00        0.7317
 167  43  153.00   -5.00        0.7122
 168  43  155.00   -5.00        0.7427
 169  43  157.00   -5.00        0.7400
 170  43  159.00   -5.00        0.7343
 171  43  161.00   -5.00        0.7146
 172  43  163.00   -5.00        0.6855
 173  43  165.00   -5.00        0.6674
 174  43  167.00   -5.00        0.6145
 175  43  169.00   -5.00        0.5502
 176  43  171.00   -5.00        0.4888
 177  43  173.00   -5.00        0.4321
 178  43  175.00   -5.00        0.4848
 179  43  177.00   -5.00        0.6988
 180  43  179.00   -5.00        0.2558
   1  44 -179.00   -3.00        0.0845
   2  44 -177.00   -3.00        0.0003
   3  44 -175.00   -3.00       -0.0943
   4  44 -173.00   -3.00       -0.1873
   5  44 -171.00   -3.00       -0.2749
   6  44 -169.00   -3.00       -0.3515
   7  44 -167.00   -3.00       -0.4125
   8  44 -165.00   -3.00       -0.4591
   9  44 -163.00   -3.00       -0.4898
  10  44 -161.00   -3.00       -0.5178
  11  44 -159.00   -3.00       -0.5444
  12  44 -157.00   -3.00       -0.5745
  13  44 -155.00   -3.00       -0.6123
  14  44 -153.00   -3.00       -0.6654
  15  44 -151.00   -3.00       -0.7258
  16  44 -149.00   -3.00       -0.7781
  17  44 -147.00   -3.00       -0.8143
  18  44 -145.00   -3.00       -0.8336
  19  44 -143.00   -3.00       -0.8373
  20  44 -141.00   -3.00       -0.8331
  21  44 -139.00   -3.00       -0.8286
  22  44 -137.00   -3.00       -0.8255
  23  44 -135.00   -3.00       -0.8243
  24  44 -133.00   -3.00       -0.8264
  25  44 -131.00   -3.00       -0.8319
  26  44 -129.00   -3.00       -0.8374
  27  44 -127.00   -3.00       -0.8413
  28  44 -125.00   -3.00       -0.8524
  29  44 -123.00   -3.00       -0.8695
  30  44 -121.00   -3.00       -0.8860
  31  44 -119.00   -3.00       -0.8931
  32  44 -117.00   -3.00       -0.8813
  33  44 -115.00   -3.00       -0.8512
  34  44 -113.00   -3.00       -0.8145
  35  44 -111.00   -3.00       -0.7877
  36  44 -109.00   -3.00       -0.7820
  37  44 -107.00   -3.00       -0.7989
  38  44 -105.00   -3.00       -0.8218
  39  44 -103.00   -3.00       -0.8342
  40  44 -101.00   -3.00       -0.8383
  41  44  -99.00   -3.00       -0.8441
  42  44  -97.00   -3.00       -0.8506
  43  44  -95.00   -3.00       -0.8500
  44  44  -93.00   -3.00       -0.8415
  45  44  -91.00   -3.00       -0.8371
  46  44  -89.00   -3.00       -0.7354
  47  44  -87.00   -3.00       -0.7003
  48  44  -85.00   -3.00       -0.4546
  49  44  -83.00   -3.00       -0.1345
  50  44  -81.00   -3.00        0.0943
  51  44  -79.00   -3.00        0.1954
  52  44  -77.00   -3.00        0.2350
  53  44  -75.00   -3.00        0.2776
  54  44  -73.00   -3.00        0.3145
  55  44  -71.00   -3.00        0.3582
  56  44  -69.00   -3.00        0.4452
  57  44  -67.00   -3.00        0.5526
  58  44  -65.00   -3.00        0.6702
  59  44  -63.00   -3.00        0.7830
  60  44  -61.00   -3.00        0.8708
  61  44  -59.00   -3.00        0.9229
  62  44  -57.00   -3.00        0.9436
  63  44  -55.00   -3.00        0.9277
  64  44  -53.00   -3.00        0.8870
  65  44  -51.00   -3.00        0.8561
  66  44  -49.00   -3.00        0.8275
  67  44  -47.00   -3.00        0.7954
  68  44  -45.00   -3.00        0.7295
  69  44  -43.00   -3.00        0.6547
  70  44  -41.00   -3.00        0.5870
  71  44  -39.00   -3.00        0.4965
  72  44  -37.00   -3.00        0.4717
  73  44  -35.00   -3.00        0.4984
  74  44  -33.00   -3.00        0.2318
  75  44  -31.00   -3.00        0.4433
  76  44  -29.00   -3.00        0.5297
  77  44  -27.00   -3.00        0.5452
  78  44  -25.00   -3.00        0.5756
  79  44  -23.00   -3.00        0.6195
  80  44  -21.00   -3.00        0.6760
  81  44  -19.00   -3.00        0.7397
  82  44  -17.00   -3.00        0.8046
  83  44  -15.00   -3.00        0.8559
  84  44  -13.00   -3.00        0.9179
  85  44  -11.00   -3.00        0.9838
  86  44   -9.00   -3.00        1.0202
  87  44   -7.00   -3.00        1.0123
  88  44   -5.00   -3.00        0.9674
  89  44   -3.00   -3.00        0.8970
  90  44   -1.00   -3.00        0.7935
  91  44    1.00   -3.00        0.6445
  92  44    3.00   -3.00        0.4922
  93  44    5.00   -3.00        0.3146
  94  44    7.00   -3.00        0.1305
  95  44    9.00   -3.00        0.4415
  96  44   11.00   -3.00        0.8528
  97  44   13.00   -3.00        0.9040
  98  44   15.00   -3.00        0.9587
  99  44   17.00   -3.00        1.0007
 100  44   19.00   -3.00        1.0519
 101  44   21.00   -3.00        1.0970
 102  44   23.00   -3.00        1.0070
 103  44   25.00   -3.00        0.6700
 104  44   27.00   -3.00        0.5232
 105  44   29.00   -3.00        0.5998
 106  44   31.00   -3.00        0.6876
 107  44   33.00   -3.00        0.7567
 108  44   35.00   -3.00        0.8135
 109  44   37.00   -3.00        0.8798
 110  44   39.00   -3.00        0.9395
 111  44   41.00   -3.00        0.4579
 112  44   43.00   -3.00        0.1843
 113  44   45.00   -3.00        0.1044
 114  44   47.00   -3.00        0.0944
 115  44   49.00   -3.00        0.1109
 116  44   51.00   -3.00        0.1496
 117  44   53.00   -3.00        0.2067
 118  44   55.00   -3.00        0.3109
 119  44   57.00   -3.00        0.4222
 120  44   59.00   -3.00        0.5306
 121  44   61.00   -3.00        0.6195
 122  44   63.00   -3.00        0.6872
 123  44   65.00   -3.00        0.7350
 124  44   67.00   -3.00        0.7658
 125  44   69.00   -3.00        0.7842
 126  44   71.00   -3.00        0.7915
 127  44   73.00   -3.00        0.7988
 128  44   75.00   -3.00        0.8133
 129  44   77.00   -3.00        0.8391
 130  44   79.00   -3.00        0.8705
 131  44   81.00   -3.00        0.9040
 132  44   83.00   -3.00        0.9350
 133  44   85.00   -3.00        0.9573
 134  44   87.00   -3.00        0.9660
 135  44   89.00   -3.00        0.9614
 136  44   91.00   -3.00        0.9370
 137  44   93.00   -3.00        0.9180
 138  44   95.00   -3.00        0.9045
 139  44   97.00   -3.00        0.8931
 140  44   99.00   -3.00        0.9287
 141  44  101.00   -3.00        1.1503
 142  44  103.00   -3.00        1.4455
 143  44  105.00   -3.00        1.3341
 144  44  107.00   -3.00        0.6954
 145  44  109.00   -3.00        0.6768
 146  44  111.00   -3.00        1.0244
 147  44  113.00   -3.00        0.7478
 148  44  115.00   -3.00        0.7915
 149  44  117.00   -3.00        0.7452
 150  44  119.00   -3.00        0.7125
 151  44  121.00   -3.00        0.8952
 152  44  123.00   -3.00        0.8725
 153  44  125.00   -3.00        0.5529
 154  44  127.00   -3.00        0.4735
 155  44  129.00   -3.00        0.7866
 156  44  131.00   -3.00        0.8511
 157  44  133.00   -3.00        0.8609
 158  44  135.00   -3.00        0.8642
 159  44  137.00   -3.00        0.8684
 160  44  139.00   -3.00        0.8611
 161  44  141.00   -3.00        0.8187
 162  44  143.00   -3.00        0.7713
 163  44  145.00   -3.00        0.9306
 164  44  147.00   -3.00        0.9010
 165  44  149.00   -3.00        0.8497
 166  44  151.00   -3.00        0.6329
 167  44  153.00   -3.00        0.6088
 168  44  155.00   -3.00        0.6931
 169  44  157.00   -3.00        0.6662
 170  44  159.00   -3.00        0.6432
 171  44  161.00   -3.00        0.6155
 172  44  163.00   -3.00        0.5837
 173  44  165.00   -3.00        0.5572
 174  44  167.00   -3.00        0.4996
 175  44  169.00   -3.00        0.4666
 176  44  171.00   -3.00        0.4025
 177  44  173.00   -3.00        0.3244
 178  44  175.00   -3.00        0.3820
 179  44  177.00   -3.00        0.6060
 180  44  179.00   -3.00        0.1616
   1  45 -179.00   -1.00       -0.0201
   2  45 -177.00   -1.00       -0.0979
   3  45 -175.00   -1.00       -0.1857
   4  45 -173.00   -1.00       -0.2760
   5  45 -171.00   -1.00       -0.3668
   6  45 -169.00   -1.00       -0.4504
   7  45 -167.00   -1.00       -0.5182
   8  45 -165.00   -1.00       -0.5671
   9  45 -163.00   -1.00       -0.5976
  10  45 -161.00   -1.00       -0.6291
